severity,type,slug,entryId,titleZh,cueId,time,en,zh,details
medium,long_zh_cue,bpxbatch,1_3ggir589,BPXBATCH,20,00:02:41.760 --> 00:02:55.760,"BPX batsl provides you with an alternative entry point into BPX batch and forces a program to run using a local spawn instead of fork or exec, as BPX batch does.","BPX batsl 提供了另一種進入 BPX batch 的入口，
並強制程式使用本地 spawn 執行，而非 BPX batch 通常的 fork
或 exec。",ZH length 68; 4.9 chars/sec
medium,long_zh_cue,child-processes,1_9qo8xsow,Child processes,5,00:00:18.930 --> 00:00:23.590,"With ZOS Unix, a program that issues a fork creates a new address base which is a copy","在 z/OS Unix 中，發出 fork 的程式會建立一個新的地址基底，
該基底是當前程式執行位置的副本",ZH length 47; 10.1 chars/sec
medium,starts_with_punctuation,child-processes,1_9qo8xsow,Child processes,27,00:01:52.170 --> 00:01:54.070,by the parent.,（此行與前行合併處理）,Chinese cue starts with punctuation
medium,long_zh_cue,commands-and-jobs,1_q81uk4xi,Commands 與 jobs,15,00:01:21.370 --> 00:01:29.010,Enter greater than a file name at the end of a command. For example sort minus you file one greater than out file,"要把輸出導向檔案，在指令尾使用大於符號和檔名。例如 sort 減 u file1
> outfile。",ZH length 45; 5.9 chars/sec
medium,long_zh_cue,daemons-and-superusers,1_yttr8bkz,Daemons 與 superusers,20,00:02:03.800 --> 00:02:08.000,"Superusers should have their own standard UID, and then they can switch into superuser","Superuser 應擁有標準 UID，必要時可切換至 superuser
身份進行授權操作。",ZH length 43; 10.2 chars/sec
medium,long_zh_cue,daemons-and-superusers,1_yttr8bkz,Daemons 與 superusers,39,00:04:00.160 --> 00:04:06.040,"profiles in the UNIX PRIV class, you may specifically grant certain superuser privileges with a high","UNIX PRIV 類別的配置檔，您可以針對沒有超級使用者權限的使用者，
精確授予某些超級使用者權限，且具高度",ZH length 52; 8.8 chars/sec
medium,starts_with_punctuation,directory-list-utility-panels,1_iugkoedg,Directory List Utility panels,19,00:01:09.600 --> 00:01:11.240,refers to.,（這行與上一行合併為一句）,Chinese cue starts with punctuation
medium,semantic_neighbor_drift,directory-list-utility-panels,1_iugkoedg,Directory List Utility panels,68,00:04:47.890 --> 00:04:50.770,unix file information panel.,z/OS Unix 檔案資訊面板。,"ZH contains z/OS, but EN cue 69 contains that term"
medium,long_zh_cue,hfs-and-zfs-data-set-fundamentals,1_34nut98r,HFS 與 zFS data set 基礎,24,00:02:04.700 --> 00:02:12.700,A ZFS aggregate is a VSAM linear data set or an LDS that contains one or more ZFS file systems.,"ZFS aggregate 是一個 VSAM linear data set 或
LDS，包含一個或多個 ZFS 檔案系統。",ZH length 52; 6.5 chars/sec
medium,semantic_neighbor_drift,introduction-to-unix-standards,1_a3edezg7,UNIX 標準入門,60,00:04:46.150 --> 00:04:47.150,Unix.,z/OS Unix。,"ZH contains z/OS, but EN cue 61 contains that term"
medium,long_zh_cue,ispf-and-zos-unix,1_te3t0o79,ISPF 與 z/OS UNIX,4,00:00:20.850 --> 00:00:26.010,ISPF assumes the ZOS UNIX path name is entered in this field when the first character is,"當第一個字元是斜線、波浪號、點或兩個點時，ISPF 假設在此欄位輸入的是 z/OS
UNIX 路徑名稱。",ZH length 48; 9.3 chars/sec
medium,long_zh_cue,ispf-and-zos-unix,1_te3t0o79,ISPF 與 z/OS UNIX,31,00:02:26.230 --> 00:02:31.130,On screen we see the difference between browsing a ZOS UNIX file without specifying a record,"畫面上我們可以看到瀏覽 ZOS UNIX 檔案時沒有指定紀錄長度，與指定紀錄長度為
40 的差異。",ZH length 44; 9.0 chars/sec
medium,semantic_neighbor_drift,ispf-and-zos-unix,1_te3t0o79,ISPF 與 z/OS UNIX,35,00:02:48.770 --> 00:02:53.390,Also the new record length field is added to allow a record length to be specified,此外，新增了記錄長度欄位，以允許在編輯 z/OS UNIX 檔案時指定記錄長度。,"ZH contains z/OS, but EN cue 36 contains that term"
medium,starts_with_punctuation,ispf-and-zos-unix,1_te3t0o79,ISPF 與 z/OS UNIX,56,00:04:22.710 --> 00:04:27.110,name on the edit move panel displayed when no data source is specified with the move,（當未指定 move 指令的資料來源時顯示）。,Chinese cue starts with punctuation
medium,long_zh_cue,ispf-and-zos-unix,1_te3t0o79,ISPF 與 z/OS UNIX,61,00:04:44.310 --> 00:04:49.390,"Retrieval of path names is supported on those ISPF edit, view and browse panels that allow","在允許於其他資料集名稱欄位輸入路徑名稱的 ISPF 編輯、檢視和瀏覽面板上，
支援路徑名稱的檢索。",ZH length 46; 9.1 chars/sec
medium,possibly_merged_zh_cue,lab-familiarization,1_599iixml,Lab 環境熟悉,32,00:02:38.250 --> 00:02:41.930,"it says busy, then you probably just have to wait a little while for it to come",顯示忙碌，可能要等一段時間它才會重新上線。沒關係。,Chinese cue has multiple sentence endings in a short time window
medium,long_zh_cue,more-fundamental-functions,1_8tq0t0g0,更多基本功能,4,00:00:15.980 --> 00:00:21.100,"exit system call, more by a kill signal from another process. Each process has a","exit 系統呼叫來終止，更多時候是另一個 process 傳送的 kill 訊號。
每個 process 都有",ZH length 48; 9.4 chars/sec
medium,long_zh_cue,more-shell-commands,1_wp4d7ohx,更多 shell commands,1,00:00:03.890 --> 00:00:09.890,"Hi, my name is Mackenzie Manna, an IBM Redbooks project leader specializing in IBM Z.","您好，我是 Mackenzie Manna，專精 IBM Z 的 IBM
Redbooks 專案主管。",ZH length 43; 7.2 chars/sec
medium,long_zh_cue,more-shell-commands,1_wp4d7ohx,更多 shell commands,56,00:06:12.890 --> 00:06:24.890,Users with read access to UNIX PRIV class profiles superuser.filesys.changeperms can use the chmod command to change the permission bits of any file.,"擁有 UNIX PRIV 類別配置檔中
superuser.filesys.changeperms 讀取權限的使用者，
可以變更任何檔案的權限位元。",ZH length 68; 5.7 chars/sec
medium,long_zh_cue,network-file-system-and-file-security,1_pnx8ipij,Network file system 與 file security,6,00:00:36.670 --> 00:00:44.110,Windows or any Unix or Linux system with the NFS client software and ZOS. And the NFS server allows,"安裝有 NFS 用戶端軟體的 Windows、Unix 或 Linux 系統與
z/OS。且 NFS 伺服器允許",ZH length 47; 6.3 chars/sec
medium,long_zh_cue,printing-and-access-control-lists,1_fxdv609j,Printing 與 access control lists,3,00:00:12.860 --> 00:00:19.340,"A ZOS UNIX application can use the POSIX functions printf, fprint, write, or fwrite","ZOS UNIX 應用程式可使用 POSIX 函數 printf、fprintf、
write 或 fwrite",ZH length 48; 7.4 chars/sec
medium,long_zh_cue,shell-scripts-and-rexx,1_ohj8iew1,Shell scripts 與 REXX,10,00:00:40.560 --> 00:00:47.420,"Next sesh, switches to the next session and previous sesh, switches to the previous session.","Next sesh 會切換到下一個工作階段，previous sesh
會切換到前一個工作階段。",ZH length 44; 6.4 chars/sec
medium,long_zh_cue,shell-scripts-and-rexx,1_ohj8iew1,Shell scripts 與 REXX,34,00:02:36.600 --> 00:02:43.340,Rex execs using zosunix extensions can run from TSOE or in zosbatch and access the zosunix,"使用 zosunix 擴展的 Rex execs 可以從 TSOE 或
zosbatch 執行，並存取 zosunix",ZH length 49; 7.3 chars/sec
medium,long_zh_cue,system-shell-commands,1_bvrm90tq,System shell commands,42,00:04:29.790 --> 00:04:38.790,"When there are a large number of mounted Unix file systems, the file system list presented by the Unix system services ISPF shell can become unmanageable.","當掛載的 Unix 檔案系統數量眾多時，Unix 系統服務 ISPF
外殼所呈現的檔案系統列表可能會難以管理。",ZH length 50; 5.6 chars/sec
medium,long_zh_cue,tso-and-the-zos-unix-shell,1_ccnbuqha,TSO 與 z/OS UNIX shell,3,00:00:24.700 --> 00:00:32.700,"UNIX users can use the ZOS UNIX shell OMVS and TSO users can use the shell under TSO, the i-shell.","UNIX 使用者可使用 ZOS UNIX shell OMVS，TSO 使用者可在
TSO 下使用 i-shell。",ZH length 49; 6.1 chars/sec
medium,starts_with_punctuation,types,1_jwoqqa5m,類型,44,00:03:01.820 --> 00:03:05.820,Slash dev slash zero is a character special device file.,/dev/zero 是一個字元特殊設備檔。,Chinese cue starts with punctuation
medium,long_zh_cue,unix-implementation-on-zos,1_kt2xnn6y,z/OS 上的 UNIX 實作,48,00:04:02.190 --> 00:04:03.970,the batch facility.,"您可以從批次作業或 TSLE 環境以呼叫命令、C 程式清單或 RexxXEC 執行
BPX batch。",ZH length 45; 25.3 chars/sec
medium,long_zh_cue,unix-implementation-on-zos,1_kt2xnn6y,z/OS 上的 UNIX 實作,52,00:04:24.690 --> 00:04:31.570,Let's look at two exploiters of these facilities which are IBM HTTP server and IBM WebSphere,"現在來看看兩個利用這些功能的例子：IBM HTTP server 與 IBM
WebSphere",ZH length 43; 6.3 chars/sec
medium,starts_with_punctuation,working-with-the-shell,1_udrgkkbw,使用 shell 工作,21,00:01:01.540 --> 00:01:06.540,".etc, .profile, and .home, .profile are used.",.etc、.profile 和 .home、.profile 會被使用。,Chinese cue starts with punctuation
medium,long_zh_cue,working-with-the-shell,1_udrgkkbw,使用 shell 工作,78,00:03:50.560 --> 00:03:52.600,by using a log on procedure,透過使用不包含任何 job lib 或 step lib dd 配置的登入程序,ZH length 32; 15.7 chars/sec
medium,near_duplicate_previous_zh_cue,working-with-the-shell,1_udrgkkbw,使用 shell 工作,80,00:03:58.800 --> 00:04:02.920,This reduces the amount of storage that is copied for fork.,這會降低為 fork 複製的儲存量。,Similar to previous cue 79
medium,long_zh_cue,working-with-the-shell,1_udrgkkbw,使用 shell 工作,87,00:04:21.200 --> 00:04:23.120,improve the shell's performance for users,可提升從 ISPF 輸入 omvs 命令的使用者的 shell 效能,ZH length 28; 14.6 chars/sec
medium,long_zh_cue,zos-unit-component,1_hipb0mvo,z/OS UNIX 元件,50,00:02:34.670 --> 00:02:36.310,A user gets access to the shell,使用者透過以下方式取得 shell 的存取權限,ZH length 21; 12.8 chars/sec
medium,long_zh_cue,zos-unit-component,1_hipb0mvo,z/OS UNIX 元件,67,00:03:23.310 --> 00:03:25.430,"of shell commands called a shell script,",此清單為 shell 命令，稱為 shell script,ZH length 25; 11.8 chars/sec
medium,long_zh_cue,zos-unit-component,1_hipb0mvo,z/OS UNIX 元件,76,00:03:52.790 --> 00:03:55.110,to port internationalized applications,將在 ASCII 平台上或針對 ASCII 平台開發的國際化應用程式移植,ZH length 32; 13.8 chars/sec
medium,long_zh_cue,zos-unit-component,1_hipb0mvo,z/OS UNIX 元件,127,00:06:31.670 --> 00:06:33.070,"in the upcoming modules,",從更詳盡介紹 z/OS Unix 開始。,ZH length 17; 12.1 chars/sec
medium,semantic_neighbor_drift,zos-unit-component,1_hipb0mvo,z/OS UNIX 元件,127,00:06:31.670 --> 00:06:33.070,"in the upcoming modules,",從更詳盡介紹 z/OS Unix 開始。,"ZH contains z/OS, but EN cue 128 contains that term"
medium,near_duplicate_previous_zh_cue,zos-unit-component,1_hipb0mvo,z/OS UNIX 元件,128,00:06:33.070 --> 00:06:37.030,starting with a more thorough introduction to ZOS Unix.,從更詳盡介紹 z/OS Unix 開始。,Similar to previous cue 127
low,near_duplicate_next_zh_cue,working-with-the-shell,1_udrgkkbw,使用 shell 工作,79,00:03:52.600 --> 00:03:57.600,that does not contain any job lib or step lib dd allocations.,這可減少 fork 時複製的儲存量。,Similar to next cue 80
low,near_duplicate_next_zh_cue,zos-unit-component,1_hipb0mvo,z/OS UNIX 元件,127,00:06:31.670 --> 00:06:33.070,"in the upcoming modules,",從更詳盡介紹 z/OS Unix 開始。,Similar to next cue 128
